4.9769028e-08
0,4.973186e-08
1,4.965403e-08
2,5.0754995e-08
3,5.2735821e-08
4,5.5223229e-08
5,5.9603533e-08
6,6.5121967e-08
7,6.9884294e-08
8,7.4059514e-08
9,7.8442369e-08
10,8.3942361e-08
11,8.8351207e-08
12,9.1450239e-08
13,9.7734741e-08
14,1.0458778e-07
15,1.1011106e-07
16,1.1527857e-07
17,1.1912643e-07
18,1.2417667e-07
19,1.3004723e-07
20,1.3702375e-07
21,1.4635543e-07
22,1.5632595e-07
23,1.6324321e-07
24,1.6741224e-07
25,1.740614e-07
26,1.7963666e-07
27,1.8521192e-07
28,1.9551854e-07
29,2.0885631e-07
30,2.2002662e-07
31,2.2676708e-07
32,2.3420212e-07
33,2.4787829e-07
34,2.6572738e-07
35,2.7787883e-07
36,2.909905e-07
37,3.0792273e-07
38,3.2159406e-07
39,3.312395e-07
40,3.3915148e-07
41,3.5101138e-07
42,3.663161e-07
43,3.773259e-07
44,3.9023723e-07
45,4.0647998e-07
46,4.2111884e-07
47,4.3434403e-07
48,4.4732471e-07
49,4.5868407e-07
50,4.6996561e-07
51,4.8587606e-07
52,4.9713537e-07
53,5.1177784e-07
54,5.2785873e-07
55,5.3716445e-07
56,5.4715974e-07
57,5.6722683e-07
58,6.0484768e-07
59,6.3607149e-07
60,6.47935e-07
61,6.627605e-07
62,6.8120516e-07
63,6.9137457e-07
64,7.0614067e-07
65,7.3349815e-07
66,7.5903182e-07
67,7.681918e-07
68,7.6706124e-07
69,7.7021207e-07
70,7.8993685e-07
71,8.1178825e-07
72,8.3336283e-07
73,8.6365503e-07
74,8.8644919e-07
75,9.0057159e-07
76,9.1442689e-07
77,9.3026568e-07
78,9.4799856e-07
79,9.8443309e-07
80,1.0167987e-06
81,1.0291849e-06
82,1.0489e-06
83,1.0689498e-06
84,1.0829077e-06
85,1.1077136e-06
86,1.1649653e-06
87,1.210734e-06
88,1.2196319e-06
89,1.2308135e-06
90,1.2709871e-06
91,1.3135494e-06
92,1.3371395e-06
93,1.3596396e-06
94,1.3706691e-06
95,1.3739819e-06
96,1.3918024e-06
97,1.4327671e-06
98,1.4762857e-06
99,1.5118578e-06
100,1.5375965e-06
101,1.5453652e-06
102,1.5454207e-06
103,1.5509751e-06
104,1.5807125e-06
105,1.6274241e-06
106,1.6725675e-06
107,1.7039063e-06
108,1.7120556e-06
109,1.7222769e-06
110,1.7648961e-06
111,1.8308862e-06
112,1.8677052e-06
113,1.8784009e-06
114,1.8918646e-06
115,1.9162046e-06
116,1.9556101e-06
117,1.9993336e-06
118,2.0358609e-06
119,2.0670589e-06
120,2.1155793e-06
121,2.1600458e-06
122,2.1788501e-06
123,2.1987082e-06
124,2.2237291e-06
125,2.2486945e-06
126,2.2768106e-06
127,2.3110297e-06
128,2.3380496e-06
129,2.3923901e-06
130,2.4558622e-06
131,2.4983824e-06
132,2.5209804e-06
133,2.5293048e-06
134,2.5682987e-06
135,2.6688178e-06
136,2.7680935e-06
137,2.7940719e-06
138,2.7873255e-06
139,2.7889907e-06
140,2.824343e-06
141,2.8809793e-06
142,2.9301316e-06
143,2.9549642e-06
144,2.9926498e-06
145,3.0356603e-06
146,3.059868e-06
147,3.0997489e-06
148,3.1527775e-06
149,3.1886816e-06
150,3.2293274e-06
151,3.2860676e-06
152,3.3394435e-06
153,3.371322e-06
154,3.378899e-06
155,3.4106654e-06
156,3.4610348e-06
157,3.5052415e-06
158,3.5798405e-06
159,3.6948038e-06
160,3.7525162e-06
161,3.7478494e-06
162,3.7536781e-06
163,3.803696e-06
164,3.906162e-06
165,3.9584906e-06
166,3.9550691e-06
167,3.9853712e-06
168,4.0620835e-06
169,4.1440981e-06
170,4.1848166e-06
171,4.1932089e-06
172,4.2480251e-06
173,4.330901e-06
174,4.3833556e-06
175,4.4201229e-06
176,4.4540006e-06
177,4.495063e-06
178,4.5493489e-06
179,4.6335481e-06
180,4.6945502e-06
181,4.7103731e-06
182,4.7305439e-06
183,4.7943158e-06
184,4.885515e-06
185,4.9467576e-06
186,4.965053e-06
187,5.0145791e-06
188,5.096821e-06
189,5.1428224e-06
190,5.2026517e-06
191,5.2777104e-06
192,5.3335957e-06
193,5.3935005e-06
194,5.4665438e-06
195,5.539539e-06
196,5.5861574e-06
197,5.6318804e-06
198,5.699228e-06
199,5.7877419e-06
200,5.8490477e-06
201,5.8637424e-06
202,5.9220688e-06
203,6.0095645e-06
204,6.0679372e-06
205,6.1121677e-06
206,6.1825594e-06
207,6.2459421e-06
208,6.3055504e-06
209,6.4181327e-06
210,6.4914666e-06
211,6.5075606e-06
212,6.5329955e-06
213,6.5874165e-06
214,6.6805792e-06
215,6.7528354e-06
216,6.7903488e-06
217,6.8397221e-06
218,6.9656389e-06
219,7.0912965e-06
220,7.1657923e-06
221,7.2181533e-06
222,7.2395301e-06
223,7.3082215e-06
224,7.3912715e-06
225,7.4454956e-06
226,7.4918971e-06
227,7.5415637e-06
228,7.6117067e-06
229,7.7147724e-06
230,7.8103239e-06
231,7.857564e-06
232,7.9279735e-06
233,8.0785085e-06
234,8.2299311e-06
235,8.3412779e-06
236,8.4575277e-06
237,8.5675165e-06
238,8.6587488e-06
239,8.7047774e-06
240,8.7316976e-06
241,8.7847948e-06
242,8.8479819e-06
243,8.9310361e-06
244,9.013841e-06
245,9.0785907e-06
246,9.1623333e-06
247,9.258415e-06
248,9.3377557e-06
249,9.4304896e-06
250,9.5652804e-06
251,9.7312368e-06
252,9.8353139e-06
253,9.8829214e-06
254,9.9582148e-06
