5.5160211e-08
5.5224440E-08,5.5983108E-08,6.5108502E-08,7.3644358E-08,7.3817397E-08,7.3772824E-08,7.3775382E-08,7.3811201E-08,7.3693776E-08,7.3444120E-08,7.3198237E-08,7.3314446E-08,7.3519530E-08,7.3410860E-08,7.3349057E-08,7.3370060E-08,7.3365079E-08,7.3352687E-08,7.3270009E-08,7.3265028E-08,7.3213187E-08,7.3110577E-08,7.3041363E-08,7.2785646E-08,7.2360528E-08,7.1648721E-08,7.0944459E-08,6.9595046E-08,6.7358506E-08,6.6481206E-08,6.5452014E-08,6.1779609E-08
5.7301548E-08,6.2879366E-08,7.2307337E-08,7.4097891E-08,7.4150947E-08,7.4583468E-08,7.5086419E-08,7.4637867E-08,7.3907614E-08,7.3707383E-08,7.3762990E-08,7.3840823E-08,7.3767978E-08,7.3698764E-08,7.3980466E-08,7.4326401E-08,7.4438844E-08,7.4543877E-08,7.4777510E-08,7.5065408E-08,7.5474368E-08,7.5883328E-08,7.6035356E-08,7.6488881E-08,7.6941063E-08,7.7111679E-08,7.7174697E-08,7.6933659E-08,7.5355736E-08,7.2770696E-08,6.8584299E-08,6.2081114E-08
5.6896226E-08,6.2119355E-08,7.1764930E-08,7.4456217E-08,7.4477221E-08,7.4485840E-08,7.4451236E-08,7.4483417E-08,7.4349970E-08,7.4137347E-08,7.4069476E-08,7.4106509E-08,7.4144751E-08,7.4012654E-08,7.4171950E-08,7.4493244E-08,7.4687286E-08,7.4883758E-08,7.4978821E-08,7.5338498E-08,7.5528767E-08,7.5489183E-08,7.5795661E-08,7.6314635E-08,7.6726153E-08,7.6953455E-08,7.6897841E-08,7.6351668E-08,7.3597363E-08,7.0528095E-08,6.7767601E-08,6.2952218E-08
5.7647483E-08,6.3887555E-08,7.3556699E-08,7.4382015E-08,7.4361012E-08,7.4405584E-08,7.4483417E-08,7.4788552E-08,7.5197647E-08,7.5004813E-08,7.4619287E-08,7.4642720E-08,7.4621710E-08,7.4550073E-08,7.4702101E-08,7.4877562E-08,7.5012217E-08,7.5256892E-08,7.5398958E-08,7.5543582E-08,7.5722674E-08,7.5942708E-08,7.6095951E-08,7.6217006E-08,7.6618562E-08,7.6869426E-08,7.6754567E-08,7.5285307E-08,7.0624374E-08,6.7484550E-08,6.7403079E-08,6.2543258E-08
5.6486055E-08,6.3178305E-08,7.2919093E-08,7.4420399E-08,7.4414203E-08,7.4651467E-08,7.4804710E-08,7.4891162E-08,7.5011009E-08,7.5018413E-08,7.4949199E-08,7.4921999E-08,7.4862747E-08,7.4728092E-08,7.4808348E-08,7.5140683E-08,7.5411350E-08,7.5633800E-08,7.5731428E-08,7.5978527E-08,7.6184826E-08,7.6042760E-08,7.5950112E-08,7.6277601E-08,7.6497500E-08,7.6108201E-08,7.4487055E-08,7.1953991E-08,7.0074563E-08,6.9110683E-08,6.9612419E-08,6.5571861E-08
5.7908316E-08,5.7726663E-08,6.7296831E-08,7.4253556E-08,7.2919093E-08,7.2093634E-08,7.3762990E-08,7.5049250E-08,7.5302680E-08,7.5415116E-08,7.5440973E-08,7.5394112E-08,7.5379162E-08,7.5416331E-08,7.5426158E-08,7.5631242E-08,7.5934089E-08,7.6003168E-08,7.6104570E-08,7.6349245E-08,7.6407282E-08,7.6281239E-08,7.6084774E-08,7.5547220E-08,7.4340008E-08,7.2030616E-08,7.0584925E-08,7.1035892E-08,7.1970021E-08,7.2383955E-08,7.2185067E-08,6.8107340E-08
6.0039824E-08,6.1647377E-08,7.0897464E-08,7.4457425E-08,7.4404234E-08,7.3203218E-08,7.2356755E-08,7.3592517E-08,7.4912165E-08,7.5255684E-08,7.5321125E-08,7.5517590E-08,7.5672048E-08,7.5709210E-08,7.5593000E-08,7.5486753E-08,7.5464534E-08,7.5487968E-08,7.5188893E-08,7.4929403E-08,7.4837971E-08,7.4484625E-08,7.4089137E-08,7.3812416E-08,7.2424761E-08,7.0699784E-08,7.0900022E-08,7.2972142E-08,7.3476308E-08,7.2251723E-08,7.1452256E-08,6.5542103E-08
5.7953965E-08,5.9806190E-08,6.8737542E-08,7.3887826E-08,7.4228780E-08,7.4317789E-08,7.4280756E-08,7.4013862E-08,7.3808643E-08,7.3818605E-08,7.3688796E-08,7.3513334E-08,7.3366287E-08,7.3179791E-08,7.3061152E-08,7.2659603E-08,7.2171467E-08,7.1999644E-08,7.1822974E-08,7.1543688E-08,7.1306559E-08,7.1030911E-08,7.0911064E-08,7.1070502E-08,7.1507870E-08,7.2488994E-08,7.3229209E-08,7.4070691E-08,7.4426588E-08,7.2767058E-08,7.0600947E-08,6.8426210E-08
6.1904437E-08,6.3256138E-08,7.0551529E-08,7.1532646E-08,7.1745141E-08,7.1617883E-08,7.1456029E-08,7.1245957E-08,7.0874030E-08,7.0572533E-08,7.0534156E-08,7.0560148E-08,7.0552737E-08,7.0568760E-08,7.0656562E-08,7.0730621E-08,7.1005054E-08,7.1496828E-08,7.1966383E-08,7.2333329E-08,7.2641022E-08,7.3135219E-08,7.3549160E-08,7.3885261E-08,7.4627906E-08,7.5411350E-08,7.5785700E-08,7.5620200E-08,7.4557477E-08,7.3214395E-08,7.2395132E-08,6.7039771E-08
5.8492734E-08,5.9764176E-08,6.6755504E-08,6.9042812E-08,6.9235512E-08,6.9457968E-08,6.9775489E-08,7.0278439E-08,7.0759171E-08,7.1124902E-08,7.1633913E-08,7.2138072E-08,7.2442127E-08,7.2754673E-08,7.3143973E-08,7.3939667E-08,7.4595853E-08,7.4933176E-08,7.5214878E-08,7.5543582E-08,7.5861109E-08,7.6000745E-08,7.6262793E-08,7.6580314E-08,7.6716184E-08,7.6546918E-08,7.6277601E-08,7.5833903E-08,7.4652682E-08,7.3083370E-08,7.1999644E-08,6.7358506E-08
5.9842009E-08,6.0459961E-08,6.8298959E-08,7.1924369E-08,7.1506655E-08,7.2012028E-08,7.2754673E-08,7.3164976E-08,7.3639377E-08,7.4076880E-08,7.4595853E-08,7.5111061E-08,7.5280326E-08,7.5209897E-08,7.5191451E-08,7.5442181E-08,7.5719043E-08,7.5756070E-08,7.5784484E-08,7.6137965E-08,7.6533318E-08,7.6687776E-08,7.6429501E-08,7.6570352E-08,7.6921275E-08,7.6516088E-08,7.6090970E-08,7.5537386E-08,7.4393192E-08,7.3440489E-08,7.2555778E-08,6.7505553E-08
5.9350239E-08,6.2680343E-08,7.1716727E-08,7.3677754E-08,7.3853215E-08,7.4092910E-08,7.4348755E-08,7.4572291E-08,7.4662509E-08,7.4943003E-08,7.5365698E-08,7.5780847E-08,7.6092178E-08,7.6136750E-08,7.6092178E-08,7.6121808E-08,7.6163815E-08,7.6085982E-08,7.6005726E-08,7.6401086E-08,7.6806408E-08,7.6760756E-08,7.6859600E-08,7.6758198E-08,7.6567929E-08,7.6480262E-08,7.5997114E-08,7.5282884E-08,7.4323978E-08,7.3568948E-08,7.2459365E-08,6.9053854E-08
6.1442293E-08,6.1779609E-08,6.9053854E-08,7.2285118E-08,7.4238741E-08,7.4791110E-08,7.4871366E-08,7.4959168E-08,7.4987575E-08,7.5062850E-08,7.5285307E-08,7.5728870E-08,7.6097159E-08,7.6388695E-08,7.6623543E-08,7.6684138E-08,7.6572910E-08,7.6455486E-08,7.6606305E-08,7.6857042E-08,7.7056065E-08,7.7027650E-08,7.6663135E-08,7.6390045E-08,7.6240440E-08,7.5777081E-08,7.5391554E-08,7.5106215E-08,7.4254764E-08,7.3074752E-08,7.2076261E-08,6.9995522E-08
