1.2955451e-05
1.2955601E-05,1.2954607E-05,1.2959671E-05,1.2969372E-05,1.2974618E-05,1.2980601E-05,1.2988334E-05,1.2994861E-05,1.3000110E-05,1.3003286E-05,1.3005921E-05,1.3005967E-05,1.3003753E-05,1.2999427E-05,1.2990842E-05,1.2980171E-05,1.2966310E-05,1.2952330E-05,1.2945920E-05,1.2938289E-05,1.2920807E-05,1.2903204E-05
1.2884717E-05,1.2906808E-05,1.2955551E-05,1.2975852E-05,1.2982702E-05,1.2985500E-05,1.2987650E-05,1.2988226E-05,1.2986957E-05,1.2985388E-05,1.2983440E-05,1.2980160E-05,1.2976922E-05,1.2971470E-05,1.2963949E-05,1.2957934E-05,1.2953122E-05,1.2944306E-05,1.2929612E-05,1.2920569E-05,1.2916830E-05,1.2909436E-05
1.2891832E-05,1.2903999E-05,1.2949164E-05,1.2972233E-05,1.2970597E-05,1.2965414E-05,1.2965521E-05,1.2967849E-05,1.2971209E-05,1.2976399E-05,1.2981640E-05,1.2987218E-05,1.2992881E-05,1.2995614E-05,1.2998035E-05,1.2997443E-05,1.2991241E-05,1.2981049E-05,1.2966815E-05,1.2948563E-05,1.2922354E-05,1.2900972E-05
1.2892358E-05,1.2921422E-05,1.2962103E-05,1.2965122E-05,1.2964419E-05,1.2977988E-05,1.2991711E-05,1.3002435E-05,1.3010774E-05,1.3016177E-05,1.3021332E-05,1.3025321E-05,1.3025374E-05,1.3022723E-05,1.3020721E-05,1.3018074E-05,1.3008107E-05,1.2992471E-05,1.2978538E-05,1.2958073E-05,1.2934197E-05,1.2913219E-05
1.2887810E-05,1.2871433E-05,1.2912431E-05,1.2965326E-05,1.2989595E-05,1.3006112E-05,1.3011162E-05,1.3015444E-05,1.3018041E-05,1.3019710E-05,1.3022842E-05,1.3026450E-05,1.3028978E-05,1.3029251E-05,1.3025975E-05,1.3021637E-05,1.3015029E-05,1.3007741E-05,1.2991382E-05,1.2966079E-05,1.2946483E-05,1.2927218E-05
1.2903022E-05,1.2918975E-05,1.2964774E-05,1.2989231E-05,1.3001870E-05,1.3009975E-05,1.3015340E-05,1.3018570E-05,1.3018896E-05,1.3019757E-05,1.3022925E-05,1.3027843E-05,1.3032094E-05,1.3032808E-05,1.3031674E-05,1.3029800E-05,1.3023771E-05,1.3011175E-05,1.2997140E-05,1.2983664E-05,1.2961332E-05,1.2943382E-05
1.2921890E-05,1.2903530E-05,1.2950758E-05,1.3005279E-05,1.3012881E-05,1.3011958E-05,1.3013375E-05,1.3017076E-05,1.3019448E-05,1.3023057E-05,1.3026892E-05,1.3030362E-05,1.3034005E-05,1.3035828E-05,1.3035313E-05,1.3031236E-05,1.3027767E-05,1.3017559E-05,1.2997915E-05,1.2980981E-05,1.2964284E-05,1.2946389E-05
1.2917922E-05,1.2919432E-05,1.2972611E-05,1.3006944E-05,1.3013519E-05,1.3017381E-05,1.3018151E-05,1.3021294E-05,1.3025006E-05,1.3026114E-05,1.3026978E-05,1.3029841E-05,1.3030634E-05,1.3032870E-05,1.3036312E-05,1.3036231E-05,1.3031169E-05,1.3019978E-05,1.3007098E-05,1.2990243E-05,1.2971707E-05,1.2947074E-05
1.2917076E-05,1.2908524E-05,1.2957295E-05,1.3005719E-05,1.3011465E-05,1.3016794E-05,1.3021898E-05,1.3024508E-05,1.3027622E-05,1.3032371E-05,1.3036518E-05,1.3038734E-05,1.3040406E-05,1.3041432E-05,1.3043000E-05,1.3042758E-05,1.3034421E-05,1.3020514E-05,1.3005853E-05,1.2990627E-05,1.2967372E-05,1.2932411E-05
1.2901000E-05,1.2915658E-05,1.2972213E-05,1.3007854E-05,1.3015696E-05,1.3020733E-05,1.3026295E-05,1.3028899E-05,1.3032230E-05,1.3036910E-05,1.3040475E-05,1.3043223E-05,1.3044086E-05,1.3045244E-05,1.3045545E-05,1.3043859E-05,1.3039102E-05,1.3024399E-05,1.3007810E-05,1.2989779E-05,1.2952779E-05,1.2921440E-05
1.2900552E-05,1.2915953E-05,1.2964102E-05,1.2987779E-05,1.3000725E-05,1.3011404E-05,1.3021725E-05,1.3032331E-05,1.3036110E-05,1.3037633E-05,1.3041818E-05,1.3046777E-05,1.3049838E-05,1.3050382E-05,1.3046420E-05,1.3039023E-05,1.3029061E-05,1.3015345E-05,1.2988607E-05,1.2959785E-05,1.2942697E-05,1.2935102E-05
1.2915611E-05,1.2920424E-05,1.2961586E-05,1.2975558E-05,1.2975466E-05,1.2985879E-05,1.3001654E-05,1.3015857E-05,1.3021752E-05,1.3019784E-05,1.3016986E-05,1.3015195E-05,1.3012924E-05,1.3009258E-05,1.3004763E-05,1.3000858E-05,1.2993743E-05,1.2982238E-05,1.2967461E-05,1.2957282E-05,1.2952586E-05,1.2943488E-05
