8.9024679E-06,8.9038949E-06,8.9043788E-06,8.9044788E-06,8.9044406E-06,8.9033829E-06,8.9024406E-06,8.9047298E-06,8.9073592E-06,8.9077739E-06,8.9074501E-06,8.9066771E-06,8.9062687E-06,8.9082741E-06,8.9091063E-06,8.9092318E-06,8.9097639E-06,8.9095183E-06,8.9106134E-06,8.9112564E-06,8.9120258E-06,8.9128389E-06,8.9116866E-06,8.9117102E-06,8.9139548E-06,8.9160594E-06,8.9174928E-06,8.9177165E-06,8.9173000E-06,8.9171672E-06,8.9169689E-06,8.9165260E-06,8.9176146E-06,8.9206142E-06,8.9225068E-06,8.9226860E-06
8.9223467E-06,8.9187388E-06,8.9171954E-06,8.9191062E-06,8.9202795E-06,8.9237765E-06,8.9251789E-06,8.9245032E-06,8.9262348E-06,8.9277501E-06,8.9285641E-06,8.9303849E-06,8.9312243E-06,8.9293499E-06,8.9297209E-06,8.9321584E-06,8.9330788E-06,8.9343630E-06,8.9359992E-06,8.9374816E-06,8.9373998E-06,8.9384157E-06,8.9409013E-06,8.9419036E-06,8.9427749E-06,8.9450641E-06,8.9476252E-06,8.9485993E-06,8.9492350E-06,8.9501782E-06,8.9516288E-06,8.9544010E-06,8.9572222E-06,8.9600917E-06,8.9623809E-06,8.9639507E-06
8.9669966E-06,8.9677715E-06,8.9666091E-06,8.9675132E-06,8.9692667E-06,8.9709392E-06,8.9732048E-06,8.9749865E-06,8.9758942E-06,8.9773293E-06,8.9796467E-06,8.9827263E-06,8.9831883E-06,8.9829646E-06,8.9843670E-06,8.9855766E-06,8.9861896E-06,8.9881232E-06,8.9911155E-06,8.9932473E-06,8.9943569E-06,8.9946379E-06,8.9960740E-06,8.9992673E-06,9.0027788E-06,9.0042467E-06,9.0047597E-06,9.0051271E-06,9.0053536E-06,9.0052654E-06,9.0052672E-06,9.0040685E-06,9.0026033E-06,9.0051644E-06,9.0086578E-06,9.0106732E-06
9.0125541E-06,9.0117364E-06,9.0075282E-06,9.0061967E-06,9.0084432E-06,9.0092835E-06,9.0087606E-06,9.0080666E-06,9.0082149E-06,9.0093326E-06,9.0107469E-06,9.0103549E-06,9.0103267E-06,9.0092499E-06,9.0072981E-06,9.0079593E-06,9.0083877E-06,9.0068634E-06,9.0055519E-06,9.0055046E-06,9.0060021E-06,9.0068106E-06,9.0070353E-06,9.0064022E-06,9.0056101E-06,9.0061740E-06,9.0061840E-06,9.0056546E-06,9.0049571E-06,9.0045096E-06,9.0033573E-06,8.9999457E-06,8.9982941E-06,8.9992072E-06,9.0011754E-06,9.0028661E-06
9.0037311E-06,9.0021258E-06,8.9988453E-06,8.9974801E-06,8.9965943E-06,8.9954192E-06,8.9948244E-06,8.9942187E-06,8.9949708E-06,8.9959076E-06,8.9953164E-06,8.9945615E-06,8.9947380E-06,8.9951663E-06,8.9954692E-06,8.9958194E-06,8.9960004E-06,8.9975783E-06,8.9993809E-06,8.9993282E-06,8.9985879E-06,9.0009507E-06,9.0034573E-06,9.0032281E-06,9.0040839E-06,9.0041176E-06,9.0030899E-06,9.0043104E-06,9.0055173E-06,9.0048634E-06,9.0055873E-06,9.0052481E-06,9.0023777E-06,9.0018821E-06,9.0027552E-06,9.0035446E-06
9.0051899E-06,9.0071671E-06,9.0041249E-06,9.0011335E-06,9.0026060E-06,9.0035792E-06,9.0044205E-06,9.0060039E-06,9.0057165E-06,9.0037965E-06,9.0043086E-06,9.0045860E-06,9.0028789E-06,9.0027861E-06,9.0035055E-06,9.0039539E-06,9.0022895E-06,9.0006442E-06,9.0006688E-06,9.0013609E-06,9.0026115E-06,9.0030353E-06,9.0037620E-06,9.0039248E-06,9.0036192E-06,9.0039948E-06,9.0041585E-06,9.0036501E-06,9.0040012E-06,9.0032736E-06,9.0016283E-06,9.0000894E-06,8.9990317E-06,8.9979621E-06,8.9968043E-06,8.9972364E-06
8.9986906E-06,8.9961159E-06,8.9924761E-06,8.9932009E-06,8.9935520E-06,8.9932309E-06,8.9922896E-06,8.9901205E-06,8.9887108E-06,8.9885043E-06,8.9884070E-06,8.9882496E-06,8.9880104E-06,8.9871119E-06,8.9851483E-06,8.9841424E-06,8.9828900E-06,8.9817286E-06,8.9830310E-06,8.9838186E-06,8.9829882E-06,8.9824853E-06,8.9828991E-06,8.9829027E-06,8.9825398E-06,8.9824116E-06,8.9815940E-06,8.9807791E-06,8.9818395E-06,8.9808227E-06,8.9793511E-06,8.9775640E-06,8.9737941E-06,8.9717250E-06,8.9705700E-06,8.9703308E-06
8.9704863E-06,8.9717414E-06,8.9701643E-06,8.9666773E-06,8.9659343E-06,8.9662835E-06,8.9669475E-06,8.9662699E-06,8.9663954E-06,8.9662835E-06,8.9663899E-06,8.9667546E-06,8.9650821E-06,8.9636360E-06,8.9637797E-06,8.9642590E-06,8.9636396E-06,8.9640716E-06,8.9648738E-06,8.9650766E-06,8.9641835E-06,8.9643872E-06,8.9644545E-06,8.9636997E-06,8.9631903E-06,8.9629302E-06,8.9638606E-06,8.9649684E-06,8.9647365E-06,8.9633768E-06,8.9635587E-06,8.9631230E-06,8.9603745E-06,8.9578343E-06,8.9576197E-06,8.9586683E-06
8.9606738E-06,8.9612013E-06,8.9595178E-06,8.9577597E-06,8.9574514E-06,8.9577488E-06,8.9580735E-06,8.9586992E-06,8.9581626E-06,8.9587502E-06,8.9594860E-06,8.9588657E-06,8.9577006E-06,8.9583473E-06,8.9596087E-06,8.9596097E-06,8.9585419E-06,8.9580699E-06,8.9598852E-06,8.9599125E-06,8.9591067E-06,8.9601117E-06,8.9615532E-06,8.9610485E-06,8.9607965E-06,8.9603118E-06,8.9599134E-06,8.9610376E-06,8.9612158E-06,8.9614232E-06,8.9616969E-06,8.9617961E-06,8.9616969E-06,8.9597943E-06,8.9581026E-06,8.9581181E-06
8.9598516E-06,8.9613504E-06,8.9601117E-06,8.9599262E-06,8.9602236E-06,8.9601208E-06,8.9598279E-06,8.9594378E-06,8.9607365E-06,8.9616269E-06,8.9625191E-06,8.9637360E-06,8.9628529E-06,8.9619180E-06,8.9633786E-06,8.9649393E-06,8.9662371E-06,8.9677824E-06,8.9691812E-06,8.9693758E-06,8.9693058E-06,8.9700106E-06,8.9716123E-06,8.9733094E-06,8.9746145E-06,8.9745554E-06,8.9745617E-06,8.9770783E-06,8.9779533E-06,8.9784307E-06,8.9791001E-06,8.9792984E-06,8.9790747E-06,8.9794757E-06,8.9801279E-06,8.9800806E-06
